SEC ID,Latest Name,Previous Names (@@@ separator),Latest NAICS Industry Sector Name,Latest NAICS Industry Sector Code,Previous NAICS Industry Sector Names (@@@ separator),Previous NAICS Industry Sector Codes (@@@ separator),Latest SIC Industry Code,Previous SIC Industry Codes (@@@ separator)
1476763,China Food & Beverage Acquisition Corp.,,,,,,6770,
1476765,"Golub Capital Bdc, Inc.",,,,,,,
1476886,Clarion Partners Property Trust Inc.,,Finance and Insurance,52,,,6798,
1476963,"Heat Biologics, Inc.",,Manufacturing,32,,,2834,
1477009,General Cannabis Corp,"Advanced Cannabis Solutions, Inc.@@@Promap Corp",Administrative and Support and Waste Management and Remediation Services,56,Construction,23,7381,1389
1477032,Prospect Global Resources Inc.,,Construction,23,,,1520,
1477130,"Commonwealth Realty Partners, Inc.",,Finance and Insurance,52,,,6799,
1477168,"Star Mountain Resources, Inc.",Jameson Stanford Resources Corp@@@Myothercountryclub.Com,"Mining, Quarrying, and Oil and Gas Extraction",21,Other Services (except Public Administration),81,1000,7389
1477200,Rocket Fuel Inc.,,Information,51,,,7370,
1477246,S&W Seed CO,,"Agriculture, Forestry, Fishing and Hunting",11,,,0100,
1477294,Sensata Technologies Holding N.V.,,Manufacturing,33,,,3823,
1477336,Ally Auto Assets LLC,,Finance and Insurance,52,,,6189,
1477449,"Teladoc, Inc.",,Health Care and Social Assistance,62,,,8011,
1477472,"Active Health Foods, Inc.",,Manufacturing,31,,,2060,
1477598,"Omthera Pharmaceuticals, Inc.",,Manufacturing,32,,,2834,
1477776,Attune RTD,,Manufacturing,33,,,3823,
1477961,"Latitude Solutions, Inc.",,Manufacturing,33,,,3669,
1477968,"Fairmount Bancorp, Inc.",,Finance and Insurance,52,,,6035,
1478069,Contrafect Corp,,Manufacturing,32,,,2834,
1478085,Graham Packaging CO Inc.,,Manufacturing,32,,,3080,
1478087,"VIM Beverage, Inc.",,Manufacturing,31,,,2080,
1478121,Pfenex Inc.,,Manufacturing,32,,,2834,
1478132,Auxillium Energy Inc.,Selga Inc,"Mining, Quarrying, and Oil and Gas Extraction",21,Retail Trade,44,1311,5500
1478176,"Euro Solar Parks, Inc.",,Manufacturing,33,,,3433,
1478220,"Campbell Global Trend Fund, L.P.",,Finance and Insurance,52,,,6799,
1478242,"Quintiles IMS Holdings, Inc.",Quintiles Transnational Holdings Inc.,"Professional, Scientific, and Technical Services",54,,,8731,
1478259,"Medbook World, Inc",,,,,,6770,
1478332,Hollywall Entertainment Inc,National Intelligence Association Inc,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
1478454,"Eagle Bancorp Montana, Inc.",,Finance and Insurance,52,,,6022,6035
1478484,"Zulily, Inc.",,Retail Trade,45,,,5961,
1478490,"Advanced Pipe Fitting Technologies, Inc.",,Wholesale Trade,42,,,5080,
1478493,"Greencell, Inc",,Manufacturing,33,,,3679,
1478535,Abby Inc.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1478682,"Empire Post Media, Inc.",,Information,51,,,7812,
1478725,Virtus OIL & GAS Corp.,Curry Gold Corp,"Mining, Quarrying, and Oil and Gas Extraction",21,Accommodation and Food Services,72,1381,5810
1478726,Charter Financial Corp,,Finance and Insurance,52,,,6035,
1478838,"Brainy Brands Company, Inc.",,"Agriculture, Forestry, Fishing and Hunting",11,,,0100,
1478913,China Education Acquisition Corp.,,,,,,6770,
1478914,China High Technology Acquisition Corp.,,,,,,6770,
1478950,"Excel Trust, Inc.",,Finance and Insurance,52,,,6798,
1478974,"Global Condiments, Inc.",,Retail Trade,44,,,5141,
1479000,Viva Entertainment Group Inc.,American Copper Corp.@@@Black River Petroleum Corp.@@@Farmacia Corp,"Mining, Quarrying, and Oil and Gas Extraction",21,Retail Trade,44,1381,5912
1479014,Healthway Shopping Network,,Retail Trade,45,,,5960,
1479046,"Tropicana LAS Vegas Hotel & Casino, Inc.",,Accommodation and Food Services,72,,,7011,
1479094,"Stag Industrial, Inc.",,Finance and Insurance,52,,,6798,
1479142,"Alon Refining Krotz Springs, Inc.",,Manufacturing,32,,,2911,
1479239,Kama Resources Inc.,,,,,,6770,
1479247,United States Commodity Index Funds Trust,,Finance and Insurance,52,,,6221,
1479290,"Revance Therapeutics, Inc.",,Manufacturing,32,,,2834,
1479320,Vibe Ventures Inc.,,Other Services (except Public Administration),81,,,7389,
1479382,Borneo Industrial Fishery Corp Inc.,China Xibolun Technology Holdings Corp@@@Dimus Partners Inc.,"Professional, Scientific, and Technical Services",54,,,8742,
1479426,Dynavox Inc.,,"Professional, Scientific, and Technical Services",54,,,7373,
1479488,NEW Western Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1479526,"China Modern Agricultural Information, Inc.",,Retail Trade,44,,,5013,
1479575,"Enviratrends, Inc",,Manufacturing,32,,,3220,
1479681,"Igambit, Inc.",,Other Services (except Public Administration),81,,,7389,
1479683,"Elite Energies, Inc.",,Retail Trade,44,,,5063,
1479750,Capital Bank Financial Corp.,,Finance and Insurance,52,,,6021,
1479915,Vaparia Corp,"Oicco Acquisition IV, Inc.",Manufacturing,32,,,2834,6770
1479919,"Face UP Entertainment Group, Inc.","Game Face Gaming, Inc.",Other Services (except Public Administration),81,,,7389,
1479920,TBS International PLC,,Transportation and Warehousing,48,,,4412,
1480749,Volkswagen Auto Loan Enhanced Trust 2010-1,,Finance and Insurance,52,,,6189,
1480797,"Wilder Filing, Inc.",,Information,51,,,2741,
1481028,"Hypersolar, Inc.",,Manufacturing,33,,,3674,
1481056,"Zhongbao International, Inc.",,Construction,23,,,1531,
1481199,"Delta Entertainment Group, Inc.",,Manufacturing,32,"Arts, Entertainment, and Recreation",71,2844,7900
1481218,"Massive Interactive, Inc.","Xtreme OIL & Gas, Inc.",Information,51,"Mining, Quarrying, and Oil and Gas Extraction",21,7374,1311
1481339,Cindisue Mining Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1481423,Virgin Media Investments LTD,,Information,51,,,4813,
1481427,"Rejuvel Bio-Sciences, Inc.",Technology Applications International Corp,Wholesale Trade,42,,,5190,6770
1481444,World Omni Auto Receivables Trust 2010-A,,Finance and Insurance,52,,,6189,
1481504,"Banjo & Matilda, Inc.","Eastern World Solutions Inc.@@@Eastern World Solutions, Inc.@@@Encom Group, Inc.",Retail Trade,45,,,5940,
1481506,PAA Natural GAS Storage LP,,Transportation and Warehousing,48,,,4922,
1481512,"RA Pharmaceuticals, Inc.",,Manufacturing,32,,,2834,
1481582,Ryerson Holding Corp,,Wholesale Trade,42,,,5051,
1481792,"Quad/Graphics, Inc.",,Manufacturing,32,,,2750,
1481832,Preferred Apartment Communities Inc,,Finance and Insurance,52,,,6798,
1482073,"Pacific Clean Water Technologies, Inc.",Unseen Solar Inc,Manufacturing,33,,,3585,
1482075,"Citadel Exploration, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,Other Services (except Public Administration),81,1311,7389
1482080,"Cellular Dynamics International, Inc.",,Manufacturing,32,,,2836,
1482179,"SUR Ventures, Inc.",,Manufacturing,33,,,3572,
1482199,"Venture Lending & Leasing VI, Inc.",,,,,,,
1482278,"Emoneco, Inc.","Mascot Ventures, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1482361,"Stratex OIL & GAS Holdings, Inc.","Poway Muffler & Brake, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,Other Services (except Public Administration),81,1311,7500
1482430,"KBS Real Estate Investment Trust Iii, Inc.",,Finance and Insurance,52,,,6798,
1482512,"Hudson Pacific Properties, Inc.",,Real Estate and Rental and Leasing,53,,,6500,
1482541,Surna Inc.,,"Agriculture, Forestry, Fishing and Hunting",11,Other Services (except Public Administration),81,0700,7389
1482550,"Clavis Technologies International Co., Ltd.",,Manufacturing,33,,,3669,
1482554,"Photoamigo, Inc.",,Information,51,,,7374,
1482605,"Plycrete, Inc.",,Manufacturing,32,,,3270,
1482783,Americredit Automobile Receivables Trust 2010-1,,Finance and Insurance,52,,,6189,
1482875,Factorshares 2X: S&P500 Bull/Tbond Bear,,Finance and Insurance,52,,,6221,
1482876,Factorshares 2X: Tbond Bull/S&P500 Bear,,Finance and Insurance,52,,,6221,
1482877,Factorshares 2X: S&P500 Bull/Usd Bear,,Finance and Insurance,52,,,6221,
1482878,Factorshares 2X: OIL Bull/S&P500 Bear,,Finance and Insurance,52,,,6221,
1482879,Factorshares 2X: Gold Bull/S&P500 Bear,,Finance and Insurance,52,,,6221,
1482912,SLM Student Loan Trust 2010-1,,Finance and Insurance,52,,,6189,
1482913,SLM Student Loan Trust 2010-2,,Finance and Insurance,52,,,6189,
1482974,"Carter Validus Mission Critical Reit, Inc.",,Finance and Insurance,52,,,6798,
1483053,"AJ Acquisition Corp I, Inc.",,,,,,6770,
1483055,"AJ Acquisition Corp. II, Inc.",,,,,,6770,
1483057,Bailey Frances Corp,,,,,,6770,
1483058,"China Aluminum Foil, Inc.",,Manufacturing,33,,,3350,
1483078,"Onyx Service & Solutions, Inc",,Finance and Insurance,52,,,6099,
1483096,Williams Partners L.P.,Access Midstream Partners LP@@@Chesapeake Midstream Partners LP,Transportation and Warehousing,48,,,4922,
1483173,Tops Holding Corp,,Retail Trade,45,,,5411,
1483195,Oritani Financial Corp,,Finance and Insurance,52,,,6022,
1483230,Havaya Corp,,Manufacturing,33,,,3843,
1483386,Etfs Precious Metals Basket Trust,,Finance and Insurance,52,,,6221,
1483496,"RED Mountain Resources, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,Information,51,1311,7372
1483510,"Express, Inc.",,Retail Trade,44,,,5600,
1483623,"Vitamin Blue, Inc.",,Manufacturing,31,,,2320,
1483646,"Blackstar Enterprise Group, Inc.",,Finance and Insurance,52,,,6153,
1483714,Antero Resources Finance Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1483731,"Enterologics, Inc.",,Manufacturing,32,,,2834,
1483798,Yaboo Inc,,Accommodation and Food Services,72,,,5812,
1483830,Niska GAS Storage Partners LLC,,Transportation and Warehousing,48,,,4922,
1483858,Usaa Auto Owner Trust 2010-1,,Finance and Insurance,52,,,6189,
1483935,"Empowered Products, Inc.","ON Time Filings, Inc.",Manufacturing,32,,,2844,2750
1484042,"Weikang Bio-Technology Group Co., Inc.",,Manufacturing,32,,,2833,
1484055,Helpeo Inc.,,Other Services (except Public Administration),81,,,7389,
1484478,"Furiex Pharmaceuticals, Inc.",,Manufacturing,32,,,2834,
1484504,Gigamon Inc.,,Information,51,,,7374,
1484565,"Capnia, Inc.",,Manufacturing,33,,,3845,
14846,BRT Apartments Corp.,BRT Realty Trust,Finance and Insurance,52,,,6798,
1484674,Toron Inc.,,Other Services (except Public Administration),81,,,7389,
1484769,"Carolco Pictures, Inc.","Brick TOP Productions, Inc.",Information,51,,,7812,
1484931,Groveware Technologies Ltd.,"Ephoto Image, Inc.",Other Services (except Public Administration),81,,,7389,
1484949,"Jacksonville Bancorp, Inc.",,Finance and Insurance,52,,,6035,
1485001,Oneida Financial Corp.,,Finance and Insurance,52,,,6035,
1485003,"Eleven Biotherapeutics, Inc.",,Manufacturing,32,,,2834,
1485029,"NEW Asia Holdings, Inc.","DM Products, Inc.",Manufacturing,33,,,3949,
1485074,"Freeze Tag, Inc.",,Information,51,,,7372,
1485156,Gold & Gemstone Mining Inc.,Global GSM Solutions,Manufacturing,33,,,3990,
1485176,FOX Chase Bancorp Inc,,Finance and Insurance,52,,,6036,6022@@@6035
1485469,"Tower International, Inc.",,Manufacturing,33,,,3714,
1485527,"Colonial Financial Services, Inc.",,Finance and Insurance,52,,,6035,
1485589,Nevada Property 1 LLC,,Accommodation and Food Services,72,,,7011,
1485594,"Corruven, Inc.",,Manufacturing,32,,,2430,
1485933,Trunkbow International Holdings LTD,,Information,51,,,7372,
1485964,"Peoples Federal Bancshares, Inc.",,Finance and Insurance,52,,,6036,
1486018,Northeast Island Corp.,,,,,,6770,
1486058,Fedfirst Financial Corp,,Finance and Insurance,52,,,6035,
1486159,Oasis Petroleum Inc.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1486279,"Resource Real Estate Investors 7, L.P.",,Real Estate and Rental and Leasing,53,,,6500,
1486297,Earn-A-Car Inc.,Victoria Internet Services Inc,Real Estate and Rental and Leasing,53,Other Services (except Public Administration),81,7510,7389
1486299,"Aoxin Tianli Group, Inc.","Tianli Agritech, Inc.","Agriculture, Forestry, Fishing and Hunting",11,,,0200,
1486315,Midwest OIL & GAS Inc.,Americas Diamond Corp.@@@Impact Explorations Inc.,"Professional, Scientific, and Technical Services",54,"Mining, Quarrying, and Oil and Gas Extraction",21,1382,1000
1486452,"MK Automotive, Inc.",,Other Services (except Public Administration),81,,,7500,
1486526,"APT Motovox Group, Inc.","Frozen Food Gift Group, Inc",Retail Trade,45,,,5961,
1486597,"Supernova Energy, Inc.","Northumberland Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,1040
1486640,Flagship Global Corp,NL ONE Corp,Manufacturing,33,,,3841,
1486786,China Manufacturing Acquisition III Corp.,,,,,,6770,
1486787,China Transportation Acquisition Corp.,,,,,,6770,
1486788,China Clean Energy Acquisition Corp.,,,,,,6770,
1486800,"Higher ONE Holdings, Inc.",,Other Services (except Public Administration),81,,,7389,
1486957,"BWX Technologies, Inc.",Babcock & Wilcox CO,Manufacturing,33,,,3510,
1487008,CNH Equipment Trust 2010-A,,Finance and Insurance,52,,,6189,
1487052,"Legacytexas Financial Group, Inc.",Viewpoint Financial Group Inc.,Finance and Insurance,52,,,6035,
1487091,"Quest Water Global, Inc.","RPM Dental, Inc.",Manufacturing,33,Other Services (except Public Administration),81,3585,7389
1487101,Keyw Holding Corp,,"Professional, Scientific, and Technical Services",54,,,7373,
1487197,Barfresh Food Group Inc.,Moving BOX Inc,Manufacturing,31,Information,51,2030,7812
1487198,"Aspen Group, Inc.","Elite Nutritional Brands, Inc.@@@Hidden Ladder, Inc.",Educational Services,61,Wholesale Trade,42,8200,5020
1487202,Gemini TEA Corp.,,Wholesale Trade,42,,,5140,
1487211,Ally Auto Receivables Trust 2010-1,,Finance and Insurance,52,,,6189,
1487239,"Bigelow Income Properties, LLC",,Real Estate and Rental and Leasing,53,,,6500,
1487252,"Radtek, Inc",Uschina Taiwan Inc,Manufacturing,33,"Professional, Scientific, and Technical Services",54,3844,8742
1487347,Santaro Interactive Entertainment CO,,Information,51,,,7374,
1487371,"Genmark Diagnostics, Inc.",,Manufacturing,33,,,3841,
1487428,Horizon Technology Finance Corp,,,,,,,
1487439,Crown Alliance Capital LTD,Kinetic Resources Corp.,Finance and Insurance,52,"Mining, Quarrying, and Oil and Gas Extraction",21,6311,1000
1487447,"United Maritime Group, LLC",,Transportation and Warehousing,48,,,4400,
1487522,"Innovision Labs, Inc",Autovative Products Inc@@@Glassesoff Inc.,Information,51,Retail Trade,44,7372,5013
1487544,"Edgen Murray II, L.P.",,Wholesale Trade,42,,,5051,
1487561,Atlas Resources Series 28-2010 L.P.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1487623,"Choice Bancorp, Inc.",,Finance and Insurance,52,,,6022,
1487659,Cross Click Media Inc.,"Co-Signer, Inc.@@@Southern Products, Inc.",Manufacturing,33,,,3651,3949
1487685,"Greektown Superholdings, Inc.",,Accommodation and Food Services,72,,,7011,
1487712,AIR Lease Corp,,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
1487718,"U-Vend, Inc.","Internet Media Services, Inc.",Retail Trade,45,,,5960,
1487730,"Spectrum Brands Holdings, Inc.",,Manufacturing,33,,,3690,
1487775,"Bway Parent Company, Inc.",,Manufacturing,33,,,3411,
1487782,"Reven Housing Reit, Inc.",Bureau OF Fugitive Recovery Inc,Finance and Insurance,52,"Professional, Scientific, and Technical Services",54,6798,7380
1487798,ECA Marcellus Trust I,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1487843,Yangtze River Development LTD,"Kirin International Holding, Inc.",Real Estate and Rental and Leasing,53,Manufacturing,33,6500,3634
1487906,"Digiliti Money Group, Inc.","Cachet Financial Solutions, Inc.@@@DE Acquisition 2, Inc.",Information,51,,,4822,6770
1487907,"Ever Thrive Energy Technology Co., Inc.",,,,,,6770,
1487918,OFS Capital Corp,,,,,,,
1487920,USA Synthetic Fuel Corp,,Utilities,22,,,4924,
1487931,Fision Corp,"DE Acquisition 6, Inc.",,,,,6770,
1487932,"DE Acquisition 5, Inc.",,,,,,6770,
1487933,"DE Acquisition 4, Inc.",,,,,,6770,
1487935,"DE Acquisition 3, Inc.",,,,,,6770,
1487941,"With, Inc.","Medl Mobile Holdings, Inc.@@@Resume IN Minutes, Inc.","Professional, Scientific, and Technical Services",54,Other Services (except Public Administration),81,7371,7200
1487952,"Vishay Precision Group, Inc.",,Manufacturing,33,,,3670,
1487986,"Hawaiian Telcom Holdco, Inc.",,Other Services (except Public Administration),81,,,4899,
1487990,Aeroflex Holding Corp.,,Manufacturing,33,,,3674,
1487997,"Green Endeavors, Inc.",,Other Services (except Public Administration),81,,,7200,
1487999,Seacube Container Leasing Ltd.,,Real Estate and Rental and Leasing,53,,,7350,
1488039,Atossa Genetics Inc,,Manufacturing,33,,,3841,
1488075,"Intralinks Holdings, Inc.",,Information,51,,,7372,
1488082,"Bank OF America Auto Receivables Securitization, LLC",,Finance and Insurance,52,,,6189,
1488087,"Saveene Group, Inc.","Meiguo Ventures I, Inc.",,,,,6770,
1488112,Americredit Automobile Receivables Trust 2010-A,,Finance and Insurance,52,,,6189,
1488139,"Ameresco, Inc.",,Construction,23,,,1700,
1488309,"Ewaste Systems, Inc.","Dragon Beverage, Inc.",Retail Trade,44,Manufacturing,31,5734,2080
1488366,"Shades Holdings, Inc.",,Retail Trade,45,,,5961,
1488419,"Sino Agro Food, Inc.",,"Agriculture, Forestry, Fishing and Hunting",11,Manufacturing,31,0900,2020
1488420,Elsinore Services Inc,,"Professional, Scientific, and Technical Services",54,,,7310,
1488438,Full Throttle Indoor Kart Racing Inc,,"Arts, Entertainment, and Recreation",71,,,7900,
1488501,"Metrospaces, Inc.",,Real Estate and Rental and Leasing,53,Manufacturing,32,6500,2835
1488580,Jago China Holding LTD,,,,,,6770,
1488591,"Covenant Bancshares, Inc.",,Finance and Insurance,52,,,6022,
1488613,"Foundation Medicine, Inc.",,Health Care and Social Assistance,62,,,8071,
1488638,American Metals Recovery & Recycling Inc.,"Premier OIL Field Services, Inc.",Wholesale Trade,42,Manufacturing,33,5090,3533
1488813,"Customers Bancorp, Inc.",,Finance and Insurance,52,,,6022,
1488917,"Electromed, Inc.",,Manufacturing,33,,,3845,
1488934,Scio Diamond Technology Corp,Krossbow Holding Corp,Manufacturing,32,"Agriculture, Forestry, Fishing and Hunting@@@",11@@@,3290,0800@@@3960
1489024,Etfs White Metals Basket Trust,,Finance and Insurance,52,,,6221,
1489039,"Specialty Contractors, Inc.",,Construction,23,,,1520,
1489077,"Tibet Pharmaceuticals, Inc.",,Manufacturing,32,,,2834,
1489096,"Thermon Group Holdings, Inc.",,Manufacturing,33,,,3620,
1489136,Semgroup Corp,,Construction,23,,,1389,
1489137,"Molycorp, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1489175,John Deere Owner Trust 2010,,Finance and Insurance,52,,,6189,
1489256,Mygo Games Holding CO.,"OBJ Enterprises, Inc.@@@Obscene Jeans Corp.",Information,51,Manufacturing,31,7372,2300
1489300,Odenza Corp.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1489367,"SQN Alternative Investment Fund Iii, L.P.",,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
1489393,Lyondellbasell Industries N.V.,,Manufacturing,32,,,2860,
1489434,Mercedes-Benz Auto Receivables Trust 2010-1,,Finance and Insurance,52,,,6189,
1489588,Vapir Enterprises Inc.,Apps Genius Corp@@@FAL Exploration Corp.,Manufacturing,32,"Information@@@Mining, Quarrying, and Oil and Gas Extraction",51@@@21,2844,1040@@@7374
1489612,BMW Vehicle Owner Trust 2010-A,,Finance and Insurance,52,,,6189,
1489644,Qmis Finance Securities Corp,"Lightman Grant, Inc.",,,,,6770,
1489744,Raystream Inc.,"Interdom, Corp.",Real Estate and Rental and Leasing,53,,,6500,
1489874,Golden Growers Cooperative,,"Agriculture, Forestry, Fishing and Hunting",11,,,0700,
1489902,"China Gewang Biotechnology, Inc.","Rich Star Development, Corp",Manufacturing,31,,,2000,
1489955,Digagogo Ventures Corp,,Manufacturing,33,,,3640,
1489979,"Fresh Market, Inc.",,Retail Trade,45,,,5411,
1490013,Full Circle Capital Corp,,,,,,,
1490017,Ford Credit Auto Owner Trust 2010-A,,Finance and Insurance,52,,,6189,
1490028,Sequoia Mortgage Trust 2010-H1,,Finance and Insurance,52,,,6189,
1490054,Appiphany Technologies Holdings Corp,,"Professional, Scientific, and Technical Services",54,,,7371,
1490161,"Black Ridge OIL & Gas, Inc.","Ante5, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,Information,51,1311,7812
1490165,Erickson Inc.,Erickson Air-Crane Inc@@@Erickson Air-Crane Inc.,Manufacturing,33,,,3720,
1490254,Toyota Auto Receivables 2010-A Owner Trust,,Finance and Insurance,52,,,6189,
1490281,"Groupon, Inc.",,"Professional, Scientific, and Technical Services",54,,,7311,
1490346,"GXS Worldwide, Inc.",,Information,51,,,7372,
1490349,Medley Capital Corp,,,,,,,
1490381,Strategic Mining Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,
1490470,Hyundai Auto Receivables Trust 2010-A,,Finance and Insurance,52,,,6189,
1490490,Huntwicke Capital Group Inc.,"Magnolia Lane Income Fund@@@Palmerston Stock Agency, Inc.",Real Estate and Rental and Leasing,53,Wholesale Trade,42,6500,5150
1490626,"Cole Corporate Income Trust, Inc.",,Finance and Insurance,52,,,6798,
1490630,Rhino Resource Partners LP,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1490636,"Gordmans Stores, Inc.",,Retail Trade,44,,,5600,
1490653,"Whitestone Reit Operating Partnership, L.P.",,Finance and Insurance,52,,,6798,
1490660,"Marketo, Inc.",,Information,51,,,7372,
1490700,"Varca Ventures, Inc.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1490711,"Oraco Resources, Inc.",,Manufacturing,32,,,2842,
1490824,Harbor Island Development Corp.,,Retail Trade,44,,,5621,
1490873,"ECO Science Solutions, Inc.","Eaton Scientific Systems, Inc.@@@Pristine Solutions Inc.",Retail Trade,45,,,5900,
1490892,Coresite Realty Corp,,Finance and Insurance,52,,,6798,
1490906,Capitol Federal Financial Inc,,Finance and Insurance,52,,,6035,
1490927,Business Development Corp OF America,,,,,,,
1490930,"Digital Domain Media Group, Inc.",,Information,51,,,7812,
1490949,Vincompass Corp.,"Tiger Jiujiang Mining, Inc.",Wholesale Trade,42,"Mining, Quarrying, and Oil and Gas Extraction",21,5180,1040
1490983,"Campus Crest Communities, Inc.",,Real Estate and Rental and Leasing,53,,,6500,
1491029,Rvplus Inc.,,Manufacturing,33,,,3714,
1491262,"Mewbourne Energy Partners 10-A, L.P.",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
1491323,Nissan Auto Lease Trust 2010-A,,Finance and Insurance,52,,,6189,
1491419,"Loton, Corp",,Accommodation and Food Services,72,Information,51,5812,7370
1491471,Green Innovations Ltd.,Winecom Inc.,Wholesale Trade,42,Other Services (except Public Administration),81,5110,7389
1491479,"Asia Carbon Industries, Inc.",,Manufacturing,32,,,2890,
1491487,"Takung ART Co., Ltd.",Cardigant Medical Inc.,Retail Trade,45,Manufacturing,32,5990,2836
1491501,TMS International Corp.,,Manufacturing,33,,,3310,
1491525,"Greenhouse Solutions, Inc.",Greenhouse Solutions Inc.,Wholesale Trade,42,,,5090,
1491576,"Tesaro, Inc.",,Manufacturing,32,,,2834,
1491675,"Coca-Cola Enterprises, Inc.",,Manufacturing,31,,,2086,
1491692,Americredit Automobile Receivables Trust 2010-2,,Finance and Insurance,52,,,6189,
1491707,Honda Auto Receivables 2010-2 Owner Trust,,Finance and Insurance,52,,,6189,
1491778,"Angie'S List, Inc.",,"Professional, Scientific, and Technical Services",54,,,7310,
1491826,Euramerica Holdings Corp.,,,,,,6770,
1491828,Cepheus Acquisition Corp.,,,,,,6770,
1491829,Alpha Network Alliance Ventures Inc.,"Daedalus Ventures, Inc.",,,,,6770,
1491830,Centurytouch LTD,"Kallisto Ventures, Inc.",,,,,6770,
1491831,"Neptunus Ventures, Inc.",,,,,,6770,
1491925,"NEW Mountain Finance Holdings, L.L.C.",,,,,,,
1491959,"NEW DAY Financial Management, Inc.",,"Professional, Scientific, and Technical Services",54,,,8742,
1492052,"VR Holdings, Inc.",,"Professional, Scientific, and Technical Services",54,,,8111,
1492091,Auscrete Corp,,Manufacturing,32,,,3272,
1492093,Santander Drive Auto Receivables Trust 2010-1,,Finance and Insurance,52,,,6189,
1492116,Fulucai Productions Ltd.,,Information,51,,,7812,
1492135,Global Stevia Corp.,Guru Health Inc,Retail Trade,44,,,5400,
1492151,"World Moto, Inc.",NET Profits TEN Inc.,Information,51,,,7372,
1492168,North Springs Resources Corp.,Aurum Resources Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1381,
1492298,"Sabra Health Care Reit, Inc.",,Finance and Insurance,52,,,6798,
1492323,"Excel Trust, L.P.",,Real Estate and Rental and Leasing,53,,,6500,
1492324,Madison Bancorp Inc,,Finance and Insurance,52,,,6035,
1492426,Horizon Pharma PLC,"Horizon Pharma, Inc.",Manufacturing,32,,,2834,
1492448,Discovery Gold Corp,"Norman CAY Development, Inc.",Other Services (except Public Administration),81,,,4899,
1492459,Fundcore Institutional Income Trust Inc.,,Finance and Insurance,52,,,6798,
1492541,Grizzly Gold Corp.,"BCS Solutions, Inc.",Other Services (except Public Administration),81,,,7389,
1492617,"PAN Global, Corp.",Savvy Business Support Inc,"Professional, Scientific, and Technical Services",54,,,7380,
1492632,Ally Wholesale Enterprises LLC,,Finance and Insurance,52,,,6189,
1492633,Nielsen Holdings PLC,Nielsen Holdings N.V.@@@Nielsen N.V.,Other Services (except Public Administration),81,,,7389,
1492658,Wright Medical Group N.V.,Tornier N.V.,Manufacturing,33,,,3842,
1492674,"T2 Biosystems, Inc.",,Manufacturing,33,,,3841,
1492683,"Frogads, Inc.","Imobolis, Inc.",Information,51,,,7374,
1492691,Swift Transportation CO,,Transportation and Warehousing,48,,,4213,
1492832,Equal Energy Ltd.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1492850,GEI Global Energy Corp.,"Suja Minerals, Corp","Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1492869,"SL Green Operating Partnership, L.P.",,Finance and Insurance,52,,,6798,
1492915,Standard AVB Financial Corp.,Standard Financial Corp.,Finance and Insurance,52,,,6022,
14930,Brunswick Corp,,Manufacturing,33,,,3510,
1493006,Century Next Financial Corp,,Finance and Insurance,52,,,6035,
1493040,"NEW Media Insight Group, Inc.",,Information,51,,,7374,
1493109,"Ballroom Dance Fitness, Inc.",,Information,51,,,7812,
1493137,"Lifeloc Technologies, Inc",Lifeloc Technologies Inc,Manufacturing,33,,,3826,
1493144,Cloud Peak Energy Resources LLC,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1493174,"Ecosciences, Inc.","On-Air Impact, Inc.",Administrative and Support and Waste Management and Remediation Services,56,"Professional, Scientific, and Technical Services",54,4950,8742
1493182,"SP Bancorp, Inc.",,Finance and Insurance,52,,,6035,
1493212,Medijane Holdings Inc.,"Mokita Ventures, Inc.@@@Mokita, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,Finance and Insurance,52,1311,6199
